"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","SOCBENHH","INCASH","PC_GDP","A","1997",12.3862761699507,
"HUN","SOCBENHH","INCASH","PC_GDP","A","1998",12.8738143286611,
"HUN","SOCBENHH","INCASH","PC_GDP","A","1999",13.0457019031332,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2000",12.5862462860397,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2001",12.4186717060531,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2002",13.0860643073917,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2003",13.6514936830932,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2004",13.6843215953424,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2005",14.2068391442289,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2006",14.6175287612642,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2007",15.0591744743247,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2008",15.4874029870268,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2009",16.002829966471,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2010",15.542280347099,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2011",15.2562022779348,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2012",15.0584253358907,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2013",14.7017990264681,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2014",13.7385521618997,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2015",12.8674556285483,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2016",12.6249985339727,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2017",12.0340220286116,
"HUN","SOCBENHH","INCASH","PC_GDP","A","2018",11.46254594713,
"ISL","SOCBENHH","INCASH","PC_GDP","A","1998",5.65845014120426,
"ISL","SOCBENHH","INCASH","PC_GDP","A","1999",5.45884669587899,
"ISL","SOCBENHH","INCASH","PC_GDP","A","2000",5.40839796703915,
"ISL","SOCBENHH","INCASH","PC_GDP","A","2001",5.36275257001493,
"ISL","SOCBENHH","INCASH","PC_GDP","A","2002",6.00673672077287,
"ISL","SOCBENHH","INCASH","PC_GDP","A","2003",6.86053260951,
"ISL","SOCBENHH","INCASH","PC_GDP","A","2004",6.53782868455942,
"ISL","SOCBENHH","INCASH","PC_GDP","A","2005",6.01062859734645,
"ISL","SOCBENHH","INCASH","PC_GDP","A","2006",5.51627976919667,
"ISL","SOCBENHH","INCASH","PC_GDP","A","2007",5.46950948380934,
"ISL","SOCBENHH","INCASH","PC_GDP","A","2008",5.70116404819721,
"ISL","SOCBENHH","INCASH","PC_GDP","A","2009",7.51775604464698,
"ISL","SOCBENHH","INCASH","PC_GDP","A","2010",7.2310943533548,
"ISL","SOCBENHH","INCASH","PC_GDP","A","2011",7.87123063188718,
"ISL","SOCBENHH","INCASH","PC_GDP","A","2012",7.32737876585759,
"ISL","SOCBENHH","INCASH","PC_GDP","A","2013",6.82221572231014,
"ISL","SOCBENHH","INCASH","PC_GDP","A","2014",6.72472497978696,
"ISL","SOCBENHH","INCASH","PC_GDP","A","2015",6.17707639969698,
"ISL","SOCBENHH","INCASH","PC_GDP","A","2016",5.93094070891572,
"ISL","SOCBENHH","INCASH","PC_GDP","A","2017",6.36266403304013,
"ISL","SOCBENHH","INCASH","PC_GDP","A","2018",6.54234396666128,
"IRL","SOCBENHH","INCASH","PC_GDP","A","1995",10.6483949189085,
"IRL","SOCBENHH","INCASH","PC_GDP","A","1996",10.24912992367,
"IRL","SOCBENHH","INCASH","PC_GDP","A","1997",10.3407882462206,
"IRL","SOCBENHH","INCASH","PC_GDP","A","1998",9.26051910252011,
"IRL","SOCBENHH","INCASH","PC_GDP","A","1999",8.14236912821709,
"IRL","SOCBENHH","INCASH","PC_GDP","A","2000",7.34256374265968,
"IRL","SOCBENHH","INCASH","PC_GDP","A","2001",7.87946594572278,
"IRL","SOCBENHH","INCASH","PC_GDP","A","2002",8.27842453223556,
"IRL","SOCBENHH","INCASH","PC_GDP","A","2003",8.29692717421747,
"IRL","SOCBENHH","INCASH","PC_GDP","A","2004",8.52989382058242,
"IRL","SOCBENHH","INCASH","PC_GDP","A","2005",8.87180630537284,
"IRL","SOCBENHH","INCASH","PC_GDP","A","2006",9.11084382091508,
"IRL","SOCBENHH","INCASH","PC_GDP","A","2007",9.70884940179281,
"IRL","SOCBENHH","INCASH","PC_GDP","A","2008",11.613575028787,
"IRL","SOCBENHH","INCASH","PC_GDP","A","2009",14.2866852248835,
"IRL","SOCBENHH","INCASH","PC_GDP","A","2010",14.242855958523,
"IRL","SOCBENHH","INCASH","PC_GDP","A","2011",14.0151154380206,
"IRL","SOCBENHH","INCASH","PC_GDP","A","2012",13.8818368263126,
"IRL","SOCBENHH","INCASH","PC_GDP","A","2013",13.1456945503064,
"IRL","SOCBENHH","INCASH","PC_GDP","A","2014",11.8329752982143,
"IRL","SOCBENHH","INCASH","PC_GDP","A","2015",8.7858614757929,
"IRL","SOCBENHH","INCASH","PC_GDP","A","2016",8.40168434951229,
"IRL","SOCBENHH","INCASH","PC_GDP","A","2017",7.75050485671718,
"IRL","SOCBENHH","INCASH","PC_GDP","A","2018",7.21298933002121,
"ITA","SOCBENHH","INCASH","PC_GDP","A","1995",15.5929228756646,
"ITA","SOCBENHH","INCASH","PC_GDP","A","1996",15.8448537761814,
"ITA","SOCBENHH","INCASH","PC_GDP","A","1997",16.2726975871356,
"ITA","SOCBENHH","INCASH","PC_GDP","A","1998",15.9711134707888,
"ITA","SOCBENHH","INCASH","PC_GDP","A","1999",16.2040659507578,
"ITA","SOCBENHH","INCASH","PC_GDP","A","2000",15.7647979332313,
"ITA","SOCBENHH","INCASH","PC_GDP","A","2001",15.5740563413286,
"ITA","SOCBENHH","INCASH","PC_GDP","A","2002",15.8693269861061,
"ITA","SOCBENHH","INCASH","PC_GDP","A","2003",16.0868354416584,
"ITA","SOCBENHH","INCASH","PC_GDP","A","2004",16.1530627913014,
"ITA","SOCBENHH","INCASH","PC_GDP","A","2005",16.2184838561327,
"ITA","SOCBENHH","INCASH","PC_GDP","A","2006",16.2364360925848,
"ITA","SOCBENHH","INCASH","PC_GDP","A","2007",16.3734507905985,
"ITA","SOCBENHH","INCASH","PC_GDP","A","2008",16.9304574453651,
"ITA","SOCBENHH","INCASH","PC_GDP","A","2009",18.489517141765,
"ITA","SOCBENHH","INCASH","PC_GDP","A","2010",18.5377532909562,
"ITA","SOCBENHH","INCASH","PC_GDP","A","2011",18.467137462079,
"ITA","SOCBENHH","INCASH","PC_GDP","A","2012",19.1918201318465,
"ITA","SOCBENHH","INCASH","PC_GDP","A","2013",19.8400088097898,
"ITA","SOCBENHH","INCASH","PC_GDP","A","2014",20.0933928210644,
"ITA","SOCBENHH","INCASH","PC_GDP","A","2015",20.1113356349544,
"ITA","SOCBENHH","INCASH","PC_GDP","A","2016",19.8346277963716,
"ITA","SOCBENHH","INCASH","PC_GDP","A","2017",19.6593582560057,
"ITA","SOCBENHH","INCASH","PC_GDP","A","2018",19.7486286979915,
"JPN","SOCBENHH","INCASH","PC_GDP","A","2005",10.3962774319791,
"JPN","SOCBENHH","INCASH","PC_GDP","A","2006",10.5909565314435,
"JPN","SOCBENHH","INCASH","PC_GDP","A","2007",10.7895943524795,
"JPN","SOCBENHH","INCASH","PC_GDP","A","2008",11.2462328291619,
"JPN","SOCBENHH","INCASH","PC_GDP","A","2009",12.6685134453249,
"JPN","SOCBENHH","INCASH","PC_GDP","A","2010",12.819346466571,
"JPN","SOCBENHH","INCASH","PC_GDP","A","2011",13.1881927154292,
"JPN","SOCBENHH","INCASH","PC_GDP","A","2012",13.1995453344249,
"JPN","SOCBENHH","INCASH","PC_GDP","A","2013",13.0969585965615,
"JPN","SOCBENHH","INCASH","PC_GDP","A","2014",12.7792891670364,
"JPN","SOCBENHH","INCASH","PC_GDP","A","2015",12.532828627881,
"JPN","SOCBENHH","INCASH","PC_GDP","A","2016",12.6139136552979,
"JPN","SOCBENHH","INCASH","PC_GDP","A","2017",12.4552708988905,
"JPN","SOCBENHH","INCASH","PC_GDP","A","2018",12.5180785761219,
"KOR","SOCBENHH","INCASH","PC_GDP","A","1995",1.75267545464019,
"KOR","SOCBENHH","INCASH","PC_GDP","A","1996",1.77525996548204,
"KOR","SOCBENHH","INCASH","PC_GDP","A","1997",1.84092644232428,
"KOR","SOCBENHH","INCASH","PC_GDP","A","1998",2.60474819858571,
"KOR","SOCBENHH","INCASH","PC_GDP","A","1999",3.30261714540883,
"KOR","SOCBENHH","INCASH","PC_GDP","A","2000",2.07361765382851,
"KOR","SOCBENHH","INCASH","PC_GDP","A","2001",2.01153822288815,
"KOR","SOCBENHH","INCASH","PC_GDP","A","2002",2.00193217592644,
"KOR","SOCBENHH","INCASH","PC_GDP","A","2003",2.36104806506919,
"KOR","SOCBENHH","INCASH","PC_GDP","A","2004",2.53889950048691,
