"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","EDUTRY","55_64","PC_AGE","A","2018",15.316555,
"ESP","EDUTRY","55_64","PC_AGE","A","2015",22.806669,
"ESP","EDUTRY","55_64","PC_AGE","A","2016",23.221613,
"ESP","EDUTRY","55_64","PC_AGE","A","2017",24.170084,
"ESP","EDUTRY","55_64","PC_AGE","A","2018",25.096329,
"TUR","EDUTRY","55_64","PC_AGE","A","2015",10.282258,
"TUR","EDUTRY","55_64","PC_AGE","A","2016",10.177762,
"TUR","EDUTRY","55_64","PC_AGE","A","2017",9.7605286,
"TUR","EDUTRY","55_64","PC_AGE","A","2018",10.014171,
"FIN","EDUTRY","55_64","PC_AGE","A","2015",36.346424,
"FIN","EDUTRY","55_64","PC_AGE","A","2016",37.021858,
"FIN","EDUTRY","55_64","PC_AGE","A","2017",38.493149,
"FIN","EDUTRY","55_64","PC_AGE","A","2018",40.055248,
"GRC","EDUTRY","55_64","PC_AGE","A","2015",20.164082,
"GRC","EDUTRY","55_64","PC_AGE","A","2016",20.874969,
"GRC","EDUTRY","55_64","PC_AGE","A","2017",22.022884,
"GRC","EDUTRY","55_64","PC_AGE","A","2018",21.946674,
"IRL","EDUTRY","55_64","PC_AGE","A","2015",26.939915,
"IRL","EDUTRY","55_64","PC_AGE","A","2017",29.879089,
"IRL","EDUTRY","55_64","PC_AGE","A","2018",31.170588,
"KOR","EDUTRY","55_64","PC_AGE","A","2015",18.330021,
"KOR","EDUTRY","55_64","PC_AGE","A","2016",19.659506,
"KOR","EDUTRY","55_64","PC_AGE","A","2017",21.343103,
"KOR","EDUTRY","55_64","PC_AGE","A","2018",23.097208,
"DNK","EDUTRY","55_64","PC_AGE","A","2015",28.535639,
"DNK","EDUTRY","55_64","PC_AGE","A","2016",29.86937,
"DNK","EDUTRY","55_64","PC_AGE","A","2017",30.589182,
"DNK","EDUTRY","55_64","PC_AGE","A","2018",28.757141,
"DEU","EDUTRY","55_64","PC_AGE","A","2015",25.612535,
"DEU","EDUTRY","55_64","PC_AGE","A","2016",26.290979,
"DEU","EDUTRY","55_64","PC_AGE","A","2017",26.336317,
"DEU","EDUTRY","55_64","PC_AGE","A","2018",26.330261,
"ISL","EDUTRY","55_64","PC_AGE","A","2015",29.084381,
"ISL","EDUTRY","55_64","PC_AGE","A","2016",28.920799,
"ISL","EDUTRY","55_64","PC_AGE","A","2017",30.264977,
"ISL","EDUTRY","55_64","PC_AGE","A","2018",30.912941,
"JPN","EDUTRY","55_64","PC_AGE","A","2015",38.177181,
"JPN","EDUTRY","55_64","PC_AGE","A","2016",39.72332,
"JPN","EDUTRY","55_64","PC_AGE","A","2017",41.066666,
"JPN","EDUTRY","55_64","PC_AGE","A","2018",43.001347,
"MEX","EDUTRY","55_64","PC_AGE","A","2015",12.136959,
"MEX","EDUTRY","55_64","PC_AGE","A","2016",12.60333,
"MEX","EDUTRY","55_64","PC_AGE","A","2017",13.356908,
"MEX","EDUTRY","55_64","PC_AGE","A","2018",13.942506,
"NOR","EDUTRY","55_64","PC_AGE","A","2015",32.859974,
"NOR","EDUTRY","55_64","PC_AGE","A","2016",32.973148,
"NOR","EDUTRY","55_64","PC_AGE","A","2017",33.182407,
"NOR","EDUTRY","55_64","PC_AGE","A","2018",34.274593,
"SVK","EDUTRY","55_64","PC_AGE","A","2015",13.394305,
"SVK","EDUTRY","55_64","PC_AGE","A","2016",13.909225,
"SVK","EDUTRY","55_64","PC_AGE","A","2017",15.743619,
"SVK","EDUTRY","55_64","PC_AGE","A","2018",15.587601,
"BRA","EDUTRY","55_64","PC_AGE","A","2015",11.50403,
"BRA","EDUTRY","55_64","PC_AGE","A","2016",13.731297,
"BRA","EDUTRY","55_64","PC_AGE","A","2017",13.72295,
"ISR","EDUTRY","55_64","PC_AGE","A","2015",47.231915,
"ISR","EDUTRY","55_64","PC_AGE","A","2016",47.615772,
"ISR","EDUTRY","55_64","PC_AGE","A","2017",48.143841,
"OAVG","EDUTRY","25_34","PC_AGE","A","2015",42.162032,
"OAVG","EDUTRY","25_34","PC_AGE","A","2016",42.967454,
"OAVG","EDUTRY","25_34","PC_AGE","A","2017",43.737488,
"OAVG","EDUTRY","25_34","PC_AGE","A","2018",44.480005,
"LVA","EDUTRY","25_34","PC_AGE","A","2015",39.870365,
"LVA","EDUTRY","25_34","PC_AGE","A","2016",42.097309,
"LVA","EDUTRY","25_34","PC_AGE","A","2017",41.608852,
"LVA","EDUTRY","25_34","PC_AGE","A","2018",41.648941,
"COL","EDUTRY","25_34","PC_AGE","A","2015",27.445988,
"COL","EDUTRY","25_34","PC_AGE","A","2016",28.074512,
"COL","EDUTRY","25_34","PC_AGE","A","2017",28.106581,
"COL","EDUTRY","25_34","PC_AGE","A","2018",28.959703,
"ARG","EDUTRY","55_64","PC_AGE","A","2017",21.526861,
"ARG","EDUTRY","55_64","PC_AGE","A","2018",29.480423,
"COL","EDUTRY","55_64","PC_AGE","A","2015",14.777367,
"COL","EDUTRY","55_64","PC_AGE","A","2016",14.840204,
"COL","EDUTRY","55_64","PC_AGE","A","2017",14.654618,
"COL","EDUTRY","55_64","PC_AGE","A","2018",15.430279,
"IDN","EDUTRY","55_64","PC_AGE","A","2015",6.2710562,
"IDN","EDUTRY","55_64","PC_AGE","A","2016",6.7332129,
"IDN","EDUTRY","55_64","PC_AGE","A","2017",7.2144108,
"LVA","EDUTRY","55_64","PC_AGE","A","2015",24.735071,
"LVA","EDUTRY","55_64","PC_AGE","A","2016",26.995855,
"LVA","EDUTRY","55_64","PC_AGE","A","2017",27.114574,
"LVA","EDUTRY","55_64","PC_AGE","A","2018",25.889235,
"LTU","EDUTRY","25_34","PC_AGE","A","2015",54.769646,
"LTU","EDUTRY","25_34","PC_AGE","A","2016",54.926018,
"LTU","EDUTRY","25_34","PC_AGE","A","2017",55.625957,
"LTU","EDUTRY","25_34","PC_AGE","A","2018",55.581402,
"LTU","EDUTRY","55_64","PC_AGE","A","2015",29.536377,
"LTU","EDUTRY","55_64","PC_AGE","A","2016",30.686686,
"LTU","EDUTRY","55_64","PC_AGE","A","2017",29.454435,
"LTU","EDUTRY","55_64","PC_AGE","A","2018",30.099237,
"ZAF","EDUTRY","55_64","PC_AGE","A","2015",8.02139,
"ZAF","EDUTRY","55_64","PC_AGE","A","2016",8.8867502,
"ZAF","EDUTRY","55_64","PC_AGE","A","2017",8.7931376,
"ZAF","EDUTRY","55_64","PC_AGE","A","2018",9.1371021,
"CRI","EDUTRY","25_34","PC_AGE","A","2015",28.331566,
"CRI","EDUTRY","25_34","PC_AGE","A","2016",28.922903,
"CRI","EDUTRY","25_34","PC_AGE","A","2017",28.004108,
"CRI","EDUTRY","25_34","PC_AGE","A","2018",27.815552,
"CRI","EDUTRY","55_64","PC_AGE","A","2015",20.201075,
"CRI","EDUTRY","55_64","PC_AGE","A","2016",21.284702,
"CRI","EDUTRY","55_64","PC_AGE","A","2017",19.075848,
"CRI","EDUTRY","55_64","PC_AGE","A","2018",18.074013,
"OAVG","EDUTRY","55_64","PC_AGE","A","2015",25.720195,
"OAVG","EDUTRY","55_64","PC_AGE","A","2016",26.324885,
"OAVG","EDUTRY","55_64","PC_AGE","A","2017",26.551342,
"OAVG","EDUTRY","55_64","PC_AGE","A","2018",27.048169,
