"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","STOCKFPOP","TOT","NBR","A","2018",591678,
"FIN","STOCKFPOP","TOT","NBR","A","2000",131120,
"FIN","STOCKFPOP","TOT","NBR","A","2001",136203,
"FIN","STOCKFPOP","TOT","NBR","A","2002",145139,
"FIN","STOCKFPOP","TOT","NBR","A","2003",152057,
"FIN","STOCKFPOP","TOT","NBR","A","2004",158867,
"FIN","STOCKFPOP","TOT","NBR","A","2005",166361,
"FIN","STOCKFPOP","TOT","NBR","A","2006",176612,
"FIN","STOCKFPOP","TOT","NBR","A","2007",187910,
"FIN","STOCKFPOP","TOT","NBR","A","2008",202528,
"FIN","STOCKFPOP","TOT","NBR","A","2009",218626,
"FIN","STOCKFPOP","TOT","NBR","A","2010",233183,
"FIN","STOCKFPOP","TOT","NBR","A","2011",248135,
"FIN","STOCKFPOP","TOT","NBR","A","2012",266148,
"FIN","STOCKFPOP","TOT","NBR","A","2013",285471,
"FIN","STOCKFPOP","TOT","NBR","A","2014",304279,
"FIN","STOCKFPOP","TOT","NBR","A","2015",321977,
"FIN","STOCKFPOP","TOT","NBR","A","2016",337162,
"FIN","STOCKFPOP","TOT","NBR","A","2017",357541,
"FIN","STOCKFPOP","TOT","NBR","A","2018",372802,
"FRA","STOCKFPOP","TOT","NBR","A","2000",4306100,
"FRA","STOCKFPOP","TOT","NBR","A","2006",6910060,
"FRA","STOCKFPOP","TOT","NBR","A","2007",7017207,
"FRA","STOCKFPOP","TOT","NBR","A","2008",7129254,
"FRA","STOCKFPOP","TOT","NBR","A","2009",7202116,
"FRA","STOCKFPOP","TOT","NBR","A","2010",7287794,
"FRA","STOCKFPOP","TOT","NBR","A","2011",7372688,
"FRA","STOCKFPOP","TOT","NBR","A","2012",7474654,
"FRA","STOCKFPOP","TOT","NBR","A","2013",7590945,
"FRA","STOCKFPOP","TOT","NBR","A","2014",7715134,
"FRA","STOCKFPOP","TOT","NBR","A","2015",7847499,
"FRA","STOCKFPOP","TOT","NBR","A","2016",7944800,
"FRA","STOCKFPOP","TOT","NBR","A","2017",8106857,
"FRA","STOCKFPOP","TOT","NBR","A","2018",8145311,
"DEU","STOCKFPOP","TOT","NBR","A","2006",10371000,
"DEU","STOCKFPOP","TOT","NBR","A","2007",10410000,
"DEU","STOCKFPOP","TOT","NBR","A","2008",10505000,
"DEU","STOCKFPOP","TOT","NBR","A","2009",10583000,
"DEU","STOCKFPOP","TOT","NBR","A","2010",10557000,
"DEU","STOCKFPOP","TOT","NBR","A","2011",10551000,
"DEU","STOCKFPOP","TOT","NBR","A","2012",9807000,
"DEU","STOCKFPOP","TOT","NBR","A","2013",10102000,
"DEU","STOCKFPOP","TOT","NBR","A","2014",10465000,
"DEU","STOCKFPOP","TOT","NBR","A","2015",10853000,
"DEU","STOCKFPOP","TOT","NBR","A","2016",11453000,
"DEU","STOCKFPOP","TOT","NBR","A","2017",12738000,
"DEU","STOCKFPOP","TOT","NBR","A","2018",13172000,
"GRC","STOCKFPOP","TOT","NBR","A","2001",1122894,
"GRC","STOCKFPOP","TOT","NBR","A","2002",1122894,
"GRC","STOCKFPOP","TOT","NBR","A","2010",828368,
"GRC","STOCKFPOP","TOT","NBR","A","2011",750699,
"GRC","STOCKFPOP","TOT","NBR","A","2012",729926,
"GRC","STOCKFPOP","TOT","NBR","A","2013",729926,
"GRC","STOCKFPOP","TOT","NBR","A","2014",727477,
"GRC","STOCKFPOP","TOT","NBR","A","2015",727477,
"GRC","STOCKFPOP","TOT","NBR","A","2016",648465,
"GRC","STOCKFPOP","TOT","NBR","A","2017",648465,
"HUN","STOCKFPOP","TOT","NBR","A","2000",289294,
"HUN","STOCKFPOP","TOT","NBR","A","2001",294573,
"HUN","STOCKFPOP","TOT","NBR","A","2002",300069,
"HUN","STOCKFPOP","TOT","NBR","A","2003",302750,
"HUN","STOCKFPOP","TOT","NBR","A","2004",307817,
"HUN","STOCKFPOP","TOT","NBR","A","2005",319000,
"HUN","STOCKFPOP","TOT","NBR","A","2006",331493,
"HUN","STOCKFPOP","TOT","NBR","A","2007",344600,
"HUN","STOCKFPOP","TOT","NBR","A","2008",381781,
"HUN","STOCKFPOP","TOT","NBR","A","2009",394234,
"HUN","STOCKFPOP","TOT","NBR","A","2010",407322,
"HUN","STOCKFPOP","TOT","NBR","A","2011",443295,
"HUN","STOCKFPOP","TOT","NBR","A","2012",402691,
"HUN","STOCKFPOP","TOT","NBR","A","2013",424192,
"HUN","STOCKFPOP","TOT","NBR","A","2014",447657,
"HUN","STOCKFPOP","TOT","NBR","A","2015",476080,
"HUN","STOCKFPOP","TOT","NBR","A","2016",504302,
"HUN","STOCKFPOP","TOT","NBR","A","2017",514127,
"HUN","STOCKFPOP","TOT","NBR","A","2018",536182,
"ISL","STOCKFPOP","TOT","NBR","A","2000",14927,
"ISL","STOCKFPOP","TOT","NBR","A","2001",16927,
"ISL","STOCKFPOP","TOT","NBR","A","2002",18338,
"ISL","STOCKFPOP","TOT","NBR","A","2003",19072,
"ISL","STOCKFPOP","TOT","NBR","A","2004",19530,
"ISL","STOCKFPOP","TOT","NBR","A","2005",20669,
"ISL","STOCKFPOP","TOT","NBR","A","2006",24678,
"ISL","STOCKFPOP","TOT","NBR","A","2007",30387,
"ISL","STOCKFPOP","TOT","NBR","A","2008",35895,
"ISL","STOCKFPOP","TOT","NBR","A","2009",37562,
"ISL","STOCKFPOP","TOT","NBR","A","2010",35121,
"ISL","STOCKFPOP","TOT","NBR","A","2011",34709,
"ISL","STOCKFPOP","TOT","NBR","A","2012",34671,
"ISL","STOCKFPOP","TOT","NBR","A","2013",35437,
"ISL","STOCKFPOP","TOT","NBR","A","2014",37230,
"ISL","STOCKFPOP","TOT","NBR","A","2015",39221,
"ISL","STOCKFPOP","TOT","NBR","A","2016",42020,
"ISL","STOCKFPOP","TOT","NBR","A","2017",46515,
"ISL","STOCKFPOP","TOT","NBR","A","2018",54592,
"IRL","STOCKFPOP","TOT","NBR","A","2003",390034,
"IRL","STOCKFPOP","TOT","NBR","A","2007",601732,
"IRL","STOCKFPOP","TOT","NBR","A","2011",766770,
"IRL","STOCKFPOP","TOT","NBR","A","2012",752486,
"IRL","STOCKFPOP","TOT","NBR","A","2016",810406,
"ITA","STOCKFPOP","TOT","NBR","A","2009",5813773,
"ITA","STOCKFPOP","TOT","NBR","A","2010",5787893,
"ITA","STOCKFPOP","TOT","NBR","A","2011",5759022,
"ITA","STOCKFPOP","TOT","NBR","A","2012",5715065,
"ITA","STOCKFPOP","TOT","NBR","A","2013",5695883,
"ITA","STOCKFPOP","TOT","NBR","A","2014",5737213,
"ITA","STOCKFPOP","TOT","NBR","A","2015",5805328,
"ITA","STOCKFPOP","TOT","NBR","A","2016",5907452,
"ITA","STOCKFPOP","TOT","NBR","A","2017",6053960,
"ITA","STOCKFPOP","TOT","NBR","A","2018",6175337,
"LUX","STOCKFPOP","TOT","NBR","A","2002",144844,
"LUX","STOCKFPOP","TOT","NBR","A","2008",183690,
"LUX","STOCKFPOP","TOT","NBR","A","2009",194533,
"LUX","STOCKFPOP","TOT","NBR","A","2010",197246,
"LUX","STOCKFPOP","TOT","NBR","A","2011",205162,
"LUX","STOCKFPOP","TOT","NBR","A","2012",215347,
"LUX","STOCKFPOP","TOT","NBR","A","2013",226100,
"LUX","STOCKFPOP","TOT","NBR","A","2014",237693,
"LUX","STOCKFPOP","TOT","NBR","A","2015",248888,
"LUX","STOCKFPOP","TOT","NBR","A","2016",260573,
"LUX","STOCKFPOP","TOT","NBR","A","2017",270745,
"LUX","STOCKFPOP","TOT","NBR","A","2018",280772,
"MEX","STOCKFPOP","TOT","NBR","A","2000",492617,
"MEX","STOCKFPOP","TOT","NBR","A","2001",492617,
"MEX","STOCKFPOP","TOT","NBR","A","2005",611825,
"MEX","STOCKFPOP","TOT","NBR","A","2006",631194,
"MEX","STOCKFPOP","TOT","NBR","A","2007",722590,
"MEX","STOCKFPOP","TOT","NBR","A","2008",772470,
"MEX","STOCKFPOP","TOT","NBR","A","2009",885651,
"MEX","STOCKFPOP","TOT","NBR","A","2010",961121,
"MEX","STOCKFPOP","TOT","NBR","A","2011",966778,
"MEX","STOCKFPOP","TOT","NBR","A","2012",973650,
"MEX","STOCKFPOP","TOT","NBR","A","2013",991160,
"MEX","STOCKFPOP","TOT","NBR","A","2014",939905,
"MEX","STOCKFPOP","TOT","NBR","A","2015",1007063,
"MEX","STOCKFPOP","TOT","NBR","A","2016",1007063,
"NLD","STOCKFPOP","TOT","NBR","A","2000",1556337,
"NLD","STOCKFPOP","TOT","NBR","A","2001",1615377,
"NLD","STOCKFPOP","TOT","NBR","A","2002",1674581,
"NLD","STOCKFPOP","TOT","NBR","A","2003",1714155,
"NLD","STOCKFPOP","TOT","NBR","A","2004",1731788,
"NLD","STOCKFPOP","TOT","NBR","A","2005",1736107,
"NLD","STOCKFPOP","TOT","NBR","A","2006",1734722,
"NLD","STOCKFPOP","TOT","NBR","A","2007",1732379,
"NLD","STOCKFPOP","TOT","NBR","A","2008",1751033,
"NLD","STOCKFPOP","TOT","NBR","A","2009",1793744,
"NLD","STOCKFPOP","TOT","NBR","A","2010",1832510,
"NLD","STOCKFPOP","TOT","NBR","A","2011",1868655,
"NLD","STOCKFPOP","TOT","NBR","A","2012",1906295,
"NLD","STOCKFPOP","TOT","NBR","A","2013",1927728,
"NLD","STOCKFPOP","TOT","NBR","A","2014",1953436,
"NLD","STOCKFPOP","TOT","NBR","A","2015",1996319,
"NLD","STOCKFPOP","TOT","NBR","A","2016",2056523,
"NLD","STOCKFPOP","TOT","NBR","A","2017",2137236,
"NLD","STOCKFPOP","TOT","NBR","A","2018",2215851,
"NZL","STOCKFPOP","TOT","NBR","A","2001",698625,
"NZL","STOCKFPOP","TOT","NBR","A","2002",698625,
"NZL","STOCKFPOP","TOT","NBR","A","2006",879537,
"NZL","STOCKFPOP","TOT","NBR","A","2007",879537,
"NZL","STOCKFPOP","TOT","NBR","A","2013",1001772,
"NZL","STOCKFPOP","TOT","NBR","A","2014",1001772,
"NOR","STOCKFPOP","TOT","NBR","A","2000",292440,
"NOR","STOCKFPOP","TOT","NBR","A","2001",305035,
"NOR","STOCKFPOP","TOT","NBR","A","2002",315147,
"NOR","STOCKFPOP","TOT","NBR","A","2003",333855,
"NOR","STOCKFPOP","TOT","NBR","A","2004",347280,
"NOR","STOCKFPOP","TOT","NBR","A","2005",361143,
"NOR","STOCKFPOP","TOT","NBR","A","2006",380367,
"NOR","STOCKFPOP","TOT","NBR","A","2007",405109,
"NOR","STOCKFPOP","TOT","NBR","A","2008",445360,
"NOR","STOCKFPOP","TOT","NBR","A","2009",488753,
"NOR","STOCKFPOP","TOT","NBR","A","2010",526800,
"NOR","STOCKFPOP","TOT","NBR","A","2011",569096,
"NOR","STOCKFPOP","TOT","NBR","A","2012",616286,
"NOR","STOCKFPOP","TOT","NBR","A","2013",663870,
"NOR","STOCKFPOP","TOT","NBR","A","2014",704511,
"NOR","STOCKFPOP","TOT","NBR","A","2015",741812,
"NOR","STOCKFPOP","TOT","NBR","A","2016",772477,
"NOR","STOCKFPOP","TOT","NBR","A","2017",799797,
"NOR","STOCKFPOP","TOT","NBR","A","2018",822360,
"POL","STOCKFPOP","TOT","NBR","A","2001",776185,
"POL","STOCKFPOP","TOT","NBR","A","2003",776185,
"POL","STOCKFPOP","TOT","NBR","A","2010",674900,
"POL","STOCKFPOP","TOT","NBR","A","2012",674900,
"PRT","STOCKFPOP","TOT","NBR","A","2002",651472,
"PRT","STOCKFPOP","TOT","NBR","A","2011",871813,
"PRT","STOCKFPOP","TOT","NBR","A","2012",871813,
"SVK","STOCKFPOP","TOT","NBR","A","2002",119072,
"SVK","STOCKFPOP","TOT","NBR","A","2005",207610,
"SVK","STOCKFPOP","TOT","NBR","A","2008",61361,
"SVK","STOCKFPOP","TOT","NBR","A","2010",140704,
"SVK","STOCKFPOP","TOT","NBR","A","2011",145656,
"SVK","STOCKFPOP","TOT","NBR","A","2012",169848,
"SVK","STOCKFPOP","TOT","NBR","A","2013",172638,
"SVK","STOCKFPOP","TOT","NBR","A","2014",174908,
"SVK","STOCKFPOP","TOT","NBR","A","2015",177624,
"SVK","STOCKFPOP","TOT","NBR","A","2016",181642,
"SVK","STOCKFPOP","TOT","NBR","A","2017",186217,
"SVK","STOCKFPOP","TOT","NBR","A","2018",190308,
"ESP","STOCKFPOP","TOT","NBR","A","2000",1472458,
"ESP","STOCKFPOP","TOT","NBR","A","2001",1969270,
"ESP","STOCKFPOP","TOT","NBR","A","2002",2594052,
"ESP","STOCKFPOP","TOT","NBR","A","2003",3302440,
"ESP","STOCKFPOP","TOT","NBR","A","2004",3693806,
"ESP","STOCKFPOP","TOT","NBR","A","2005",4391484,
"ESP","STOCKFPOP","TOT","NBR","A","2006",4837622,
"ESP","STOCKFPOP","TOT","NBR","A","2007",5249993,
"ESP","STOCKFPOP","TOT","NBR","A","2008",5878919,
"ESP","STOCKFPOP","TOT","NBR","A","2009",6225513,
"ESP","STOCKFPOP","TOT","NBR","A","2010",6280064,
"ESP","STOCKFPOP","TOT","NBR","A","2011",6282208,
"ESP","STOCKFPOP","TOT","NBR","A","2012",6294952,
"ESP","STOCKFPOP","TOT","NBR","A","2013",6174740,
"ESP","STOCKFPOP","TOT","NBR","A","2014",5958308,
"ESP","STOCKFPOP","TOT","NBR","A","2015",5891208,
"ESP","STOCKFPOP","TOT","NBR","A","2016",5918341,
"ESP","STOCKFPOP","TOT","NBR","A","2017",6024523,
"ESP","STOCKFPOP","TOT","NBR","A","2018",6200932,
"SWE","STOCKFPOP","TOT","NBR","A","2000",981633,
"SWE","STOCKFPOP","TOT","NBR","A","2001",1003798,
"SWE","STOCKFPOP","TOT","NBR","A","2002",1027974,
"SWE","STOCKFPOP","TOT","NBR","A","2003",1053463,
"SWE","STOCKFPOP","TOT","NBR","A","2004",1078075,
"SWE","STOCKFPOP","TOT","NBR","A","2005",1100262,
"SWE","STOCKFPOP","TOT","NBR","A","2006",1125790,
"SWE","STOCKFPOP","TOT","NBR","A","2007",1175200,
"SWE","STOCKFPOP","TOT","NBR","A","2008",1227770,
"SWE","STOCKFPOP","TOT","NBR","A","2009",1281581,
"SWE","STOCKFPOP","TOT","NBR","A","2010",1337965,
"SWE","STOCKFPOP","TOT","NBR","A","2011",1384929,
"SWE","STOCKFPOP","TOT","NBR","A","2012",1427296,
"SWE","STOCKFPOP","TOT","NBR","A","2013",1473256,
"SWE","STOCKFPOP","TOT","NBR","A","2014",1533493,
"SWE","STOCKFPOP","TOT","NBR","A","2015",1603551,
"SWE","STOCKFPOP","TOT","NBR","A","2016",1676264,
"SWE","STOCKFPOP","TOT","NBR","A","2017",1784497,
"SWE","STOCKFPOP","TOT","NBR","A","2018",1877050,
"CHE","STOCKFPOP","TOT","NBR","A","2001",1570756,
"CHE","STOCKFPOP","TOT","NBR","A","2011",2075182,
"CHE","STOCKFPOP","TOT","NBR","A","2012",2158424,
"CHE","STOCKFPOP","TOT","NBR","A","2013",2218445,
"CHE","STOCKFPOP","TOT","NBR","A","2014",2289560,
"CHE","STOCKFPOP","TOT","NBR","A","2015",2354837,
"CHE","STOCKFPOP","TOT","NBR","A","2016",2416394,
"CHE","STOCKFPOP","TOT","NBR","A","2017",2480032,
"CHE","STOCKFPOP","TOT","NBR","A","2018",2519068,
"TUR","STOCKFPOP","TOT","NBR","A","2001",1278671,
"TUR","STOCKFPOP","TOT","NBR","A","2014",1459775,
"TUR","STOCKFPOP","TOT","NBR","A","2015",1592437,
"TUR","STOCKFPOP","TOT","NBR","A","2016",1777290,
"TUR","STOCKFPOP","TOT","NBR","A","2017",1923894,
"TUR","STOCKFPOP","TOT","NBR","A","2018",2278490,
"GBR","STOCKFPOP","TOT","NBR","A","2006",5757000,
"GBR","STOCKFPOP","TOT","NBR","A","2007",6192000,
"GBR","STOCKFPOP","TOT","NBR","A","2008",6633000,
"GBR","STOCKFPOP","TOT","NBR","A","2009",6899000,
"GBR","STOCKFPOP","TOT","NBR","A","2010",7056000,
"GBR","STOCKFPOP","TOT","NBR","A","2011",7430000,
"GBR","STOCKFPOP","TOT","NBR","A","2012",7588000,
"GBR","STOCKFPOP","TOT","NBR","A","2013",7860000,
"GBR","STOCKFPOP","TOT","NBR","A","2014",8064000,
"GBR","STOCKFPOP","TOT","NBR","A","2015",8482000,
"GBR","STOCKFPOP","TOT","NBR","A","2016",8988000,
"GBR","STOCKFPOP","TOT","NBR","A","2017",9369000,
"GBR","STOCKFPOP","TOT","NBR","A","2018",9183000,
"USA","STOCKFPOP","TOT","NBR","A","2000",28052374,
"USA","STOCKFPOP","TOT","NBR","A","2001",30273271,
"USA","STOCKFPOP","TOT","NBR","A","2002",31548128,
"USA","STOCKFPOP","TOT","NBR","A","2003",33096150,
"USA","STOCKFPOP","TOT","NBR","A","2004",33667678,
"USA","STOCKFPOP","TOT","NBR","A","2005",34257701,
"USA","STOCKFPOP","TOT","NBR","A","2006",35769603,
"USA","STOCKFPOP","TOT","NBR","A","2007",37469387,
"USA","STOCKFPOP","TOT","NBR","A","2008",38048456,
"USA","STOCKFPOP","TOT","NBR","A","2009",38016102,
"USA","STOCKFPOP","TOT","NBR","A","2010",38452822,
"USA","STOCKFPOP","TOT","NBR","A","2011",39916875,
"USA","STOCKFPOP","TOT","NBR","A","2012",40381570,
"USA","STOCKFPOP","TOT","NBR","A","2013",40738224,
"USA","STOCKFPOP","TOT","NBR","A","2014",41344354,
"USA","STOCKFPOP","TOT","NBR","A","2015",42390705,
"USA","STOCKFPOP","TOT","NBR","A","2016",43289646,
"USA","STOCKFPOP","TOT","NBR","A","2017",43738901,
"USA","STOCKFPOP","TOT","NBR","A","2018",44525458,
"CHL","STOCKFPOP","TOT","NBR","A","2003",184464,
"CHL","STOCKFPOP","TOT","NBR","A","2004",223000,
"CHL","STOCKFPOP","TOT","NBR","A","2005",235545,
"CHL","STOCKFPOP","TOT","NBR","A","2006",247365,
"CHL","STOCKFPOP","TOT","NBR","A","2007",258829,
"CHL","STOCKFPOP","TOT","NBR","A","2008",290901,
"CHL","STOCKFPOP","TOT","NBR","A","2009",317057,
"CHL","STOCKFPOP","TOT","NBR","A","2010",352344,
"CHL","STOCKFPOP","TOT","NBR","A","2011",369436,
"CHL","STOCKFPOP","TOT","NBR","A","2012",388229,
"CHL","STOCKFPOP","TOT","NBR","A","2013",415540,
"CHL","STOCKFPOP","TOT","NBR","A","2014",441529,
"CHL","STOCKFPOP","TOT","NBR","A","2015",465319,
"EST","STOCKFPOP","TOT","NBR","A","2000",257065,
"EST","STOCKFPOP","TOT","NBR","A","2001",252686,
"EST","STOCKFPOP","TOT","NBR","A","2002",249496,
"EST","STOCKFPOP","TOT","NBR","A","2009",221888,
"EST","STOCKFPOP","TOT","NBR","A","2010",217890,
"EST","STOCKFPOP","TOT","NBR","A","2011",212685,
"EST","STOCKFPOP","TOT","NBR","A","2012",210842,
"EST","STOCKFPOP","TOT","NBR","A","2013",198411,
"EST","STOCKFPOP","TOT","NBR","A","2014",196558,
"EST","STOCKFPOP","TOT","NBR","A","2015",194664,
"EST","STOCKFPOP","TOT","NBR","A","2016",193813,
"EST","STOCKFPOP","TOT","NBR","A","2017",192535,
"EST","STOCKFPOP","TOT","NBR","A","2018",196207,
"ISR","STOCKFPOP","TOT","NBR","A","2000",1944000,
"ISR","STOCKFPOP","TOT","NBR","A","2001",1958000,
"ISR","STOCKFPOP","TOT","NBR","A","2002",1978000,
"ISR","STOCKFPOP","TOT","NBR","A","2003",1983000,
"ISR","STOCKFPOP","TOT","NBR","A","2004",1975000,
"ISR","STOCKFPOP","TOT","NBR","A","2005",1961000,
"ISR","STOCKFPOP","TOT","NBR","A","2006",1948000,
"ISR","STOCKFPOP","TOT","NBR","A","2007",1930000,
"ISR","STOCKFPOP","TOT","NBR","A","2008",1916000,
"ISR","STOCKFPOP","TOT","NBR","A","2009",1899000,
"ISR","STOCKFPOP","TOT","NBR","A","2010",1878000,
"ISR","STOCKFPOP","TOT","NBR","A","2011",1869000,
"ISR","STOCKFPOP","TOT","NBR","A","2012",1850000,
"ISR","STOCKFPOP","TOT","NBR","A","2013",1835000,
"ISR","STOCKFPOP","TOT","NBR","A","2014",1821000,
"ISR","STOCKFPOP","TOT","NBR","A","2015",1817000,
"ISR","STOCKFPOP","TOT","NBR","A","2016",1817500,
"ISR","STOCKFPOP","TOT","NBR","A","2017",1812420,
"SVN","STOCKFPOP","TOT","NBR","A","2003",170000,
"SVN","STOCKFPOP","TOT","NBR","A","2011",228588,
"SVN","STOCKFPOP","TOT","NBR","A","2012",271816,
"SVN","STOCKFPOP","TOT","NBR","A","2013",299699,
"SVN","STOCKFPOP","TOT","NBR","A","2014",331036,
"SVN","STOCKFPOP","TOT","NBR","A","2015",341230,
"SVN","STOCKFPOP","TOT","NBR","A","2016",340322,
"SVN","STOCKFPOP","TOT","NBR","A","2017",350342,
"SVN","STOCKFPOP","TOT","NBR","A","2018",366165,
"LVA","STOCKFPOP","TOT","NBR","A","2001",443796,
"LVA","STOCKFPOP","TOT","NBR","A","2008",335817,
"LVA","STOCKFPOP","TOT","NBR","A","2009",324871,
"LVA","STOCKFPOP","TOT","NBR","A","2010",313786,
"LVA","STOCKFPOP","TOT","NBR","A","2011",302849,
"LVA","STOCKFPOP","TOT","NBR","A","2012",289018,
"LVA","STOCKFPOP","TOT","NBR","A","2013",279227,
"LVA","STOCKFPOP","TOT","NBR","A","2014",271126,
"LVA","STOCKFPOP","TOT","NBR","A","2015",265418,
"LVA","STOCKFPOP","TOT","NBR","A","2016",258889,
"LVA","STOCKFPOP","TOT","NBR","A","2017",251465,
"LVA","STOCKFPOP","TOT","NBR","A","2018",246040,
"ARG","STOCKFPOP","TOT","NBR","A","2002",1527320,
"ARG","STOCKFPOP","TOT","NBR","A","2011",1805957,
"BGR","STOCKFPOP","TOT","NBR","A","2011",78621,
"BGR","STOCKFPOP","TOT","NBR","A","2012",85300,
"BGR","STOCKFPOP","TOT","NBR","A","2013",96279,
"BGR","STOCKFPOP","TOT","NBR","A","2014",109896,
"BGR","STOCKFPOP","TOT","NBR","A","2015",124809,
"BGR","STOCKFPOP","TOT","NBR","A","2016",137815,
"BGR","STOCKFPOP","TOT","NBR","A","2017",147083,
"CRI","STOCKFPOP","TOT","NBR","A","2001",296727,
