"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","PUBUNEMPEXP","TOT","PC_GDP","A","2007",0.424,
"ITA","PUBUNEMPEXP","TOT","PC_GDP","A","2008",0.49,
"ITA","PUBUNEMPEXP","TOT","PC_GDP","A","2009",0.773,
"ITA","PUBUNEMPEXP","TOT","PC_GDP","A","2010",0.821,
"ITA","PUBUNEMPEXP","TOT","PC_GDP","A","2011",0.796,
"ITA","PUBUNEMPEXP","TOT","PC_GDP","A","2012",0.91,
"ITA","PUBUNEMPEXP","TOT","PC_GDP","A","2013",1.045,
"ITA","PUBUNEMPEXP","TOT","PC_GDP","A","2014",1.017,
"ITA","PUBUNEMPEXP","TOT","PC_GDP","A","2015",0.996,
"JPN","PUBUNEMPEXP","TOT","PC_GDP","A","2005",0.272,
"JPN","PUBUNEMPEXP","TOT","PC_GDP","A","2006",0.253,
"JPN","PUBUNEMPEXP","TOT","PC_GDP","A","2007",0.237,
"JPN","PUBUNEMPEXP","TOT","PC_GDP","A","2008",0.212,
"JPN","PUBUNEMPEXP","TOT","PC_GDP","A","2009",0.343,
"JPN","PUBUNEMPEXP","TOT","PC_GDP","A","2010",0.259,
"JPN","PUBUNEMPEXP","TOT","PC_GDP","A","2011",0.255,
"JPN","PUBUNEMPEXP","TOT","PC_GDP","A","2012",0.237,
"JPN","PUBUNEMPEXP","TOT","PC_GDP","A","2013",0.212,
"JPN","PUBUNEMPEXP","TOT","PC_GDP","A","2014",0.185,
"JPN","PUBUNEMPEXP","TOT","PC_GDP","A","2015",0.174,
"KOR","PUBUNEMPEXP","TOT","PC_GDP","A","2005",0.19,
"KOR","PUBUNEMPEXP","TOT","PC_GDP","A","2006",0.215,
"KOR","PUBUNEMPEXP","TOT","PC_GDP","A","2007",0.233,
"KOR","PUBUNEMPEXP","TOT","PC_GDP","A","2008",0.259,
"KOR","PUBUNEMPEXP","TOT","PC_GDP","A","2009",0.357,
"KOR","PUBUNEMPEXP","TOT","PC_GDP","A","2010",0.291,
"KOR","PUBUNEMPEXP","TOT","PC_GDP","A","2011",0.267,
"KOR","PUBUNEMPEXP","TOT","PC_GDP","A","2012",0.267,
"KOR","PUBUNEMPEXP","TOT","PC_GDP","A","2013",0.272,
"KOR","PUBUNEMPEXP","TOT","PC_GDP","A","2014",0.28,
"KOR","PUBUNEMPEXP","TOT","PC_GDP","A","2015",0.291,
"KOR","PUBUNEMPEXP","TOT","PC_GDP","A","2016",0.298,
"KOR","PUBUNEMPEXP","TOT","PC_GDP","A","2017",0.303,
"LUX","PUBUNEMPEXP","TOT","PC_GDP","A","2005",0.977,
"LUX","PUBUNEMPEXP","TOT","PC_GDP","A","2006",0.91,
"LUX","PUBUNEMPEXP","TOT","PC_GDP","A","2007",0.859,
"LUX","PUBUNEMPEXP","TOT","PC_GDP","A","2008",0.865,
"LUX","PUBUNEMPEXP","TOT","PC_GDP","A","2009",1.185,
"LUX","PUBUNEMPEXP","TOT","PC_GDP","A","2010",1.159,
"LUX","PUBUNEMPEXP","TOT","PC_GDP","A","2011",1.086,
"LUX","PUBUNEMPEXP","TOT","PC_GDP","A","2012",1.233,
"LUX","PUBUNEMPEXP","TOT","PC_GDP","A","2013",1.427,
"LUX","PUBUNEMPEXP","TOT","PC_GDP","A","2014",1.377,
"LUX","PUBUNEMPEXP","TOT","PC_GDP","A","2015",1.384,
"NLD","PUBUNEMPEXP","TOT","PC_GDP","A","2005",1.45,
"NLD","PUBUNEMPEXP","TOT","PC_GDP","A","2006",1.232,
"NLD","PUBUNEMPEXP","TOT","PC_GDP","A","2007",1.003,
"NLD","PUBUNEMPEXP","TOT","PC_GDP","A","2008",0.868,
"NLD","PUBUNEMPEXP","TOT","PC_GDP","A","2009",1.122,
"NLD","PUBUNEMPEXP","TOT","PC_GDP","A","2010",1.318,
"NLD","PUBUNEMPEXP","TOT","PC_GDP","A","2011",1.271,
"NLD","PUBUNEMPEXP","TOT","PC_GDP","A","2012",1.405,
"NLD","PUBUNEMPEXP","TOT","PC_GDP","A","2013",1.678,
"NLD","PUBUNEMPEXP","TOT","PC_GDP","A","2014",1.582,
"NLD","PUBUNEMPEXP","TOT","PC_GDP","A","2015",1.456,
"NZL","PUBUNEMPEXP","TOT","PC_GDP","A","2005",0.445,
"NZL","PUBUNEMPEXP","TOT","PC_GDP","A","2006",0.362,
"NZL","PUBUNEMPEXP","TOT","PC_GDP","A","2007",0.25,
"NZL","PUBUNEMPEXP","TOT","PC_GDP","A","2008",0.297,
"NZL","PUBUNEMPEXP","TOT","PC_GDP","A","2009",0.485,
"NZL","PUBUNEMPEXP","TOT","PC_GDP","A","2010",0.567,
"NZL","PUBUNEMPEXP","TOT","PC_GDP","A","2011",0.417,
"NZL","PUBUNEMPEXP","TOT","PC_GDP","A","2012",0.386,
"NZL","PUBUNEMPEXP","TOT","PC_GDP","A","2013",0.429,
"NZL","PUBUNEMPEXP","TOT","PC_GDP","A","2014",0.4,
"NZL","PUBUNEMPEXP","TOT","PC_GDP","A","2015",0.341,
"NZL","PUBUNEMPEXP","TOT","PC_GDP","A","2016",0.309,
"NZL","PUBUNEMPEXP","TOT","PC_GDP","A","2017",0.269,
"NOR","PUBUNEMPEXP","TOT","PC_GDP","A","2005",0.521,
"NOR","PUBUNEMPEXP","TOT","PC_GDP","A","2006",0.31,
"NOR","PUBUNEMPEXP","TOT","PC_GDP","A","2007",0.211,
"NOR","PUBUNEMPEXP","TOT","PC_GDP","A","2008",0.187,
"NOR","PUBUNEMPEXP","TOT","PC_GDP","A","2009",0.417,
"NOR","PUBUNEMPEXP","TOT","PC_GDP","A","2010",0.488,
"NOR","PUBUNEMPEXP","TOT","PC_GDP","A","2011",0.407,
"NOR","PUBUNEMPEXP","TOT","PC_GDP","A","2012",0.346,
"NOR","PUBUNEMPEXP","TOT","PC_GDP","A","2013",0.341,
"NOR","PUBUNEMPEXP","TOT","PC_GDP","A","2014",0.373,
"NOR","PUBUNEMPEXP","TOT","PC_GDP","A","2015",0.445,
"POL","PUBUNEMPEXP","TOT","PC_GDP","A","2005",0.533,
"POL","PUBUNEMPEXP","TOT","PC_GDP","A","2006",0.467,
"POL","PUBUNEMPEXP","TOT","PC_GDP","A","2007",0.31,
"POL","PUBUNEMPEXP","TOT","PC_GDP","A","2008",0.247,
"POL","PUBUNEMPEXP","TOT","PC_GDP","A","2009",0.273,
"POL","PUBUNEMPEXP","TOT","PC_GDP","A","2010",0.271,
"POL","PUBUNEMPEXP","TOT","PC_GDP","A","2011",0.229,
"POL","PUBUNEMPEXP","TOT","PC_GDP","A","2012",0.232,
"POL","PUBUNEMPEXP","TOT","PC_GDP","A","2013",0.249,
"POL","PUBUNEMPEXP","TOT","PC_GDP","A","2014",0.2,
"PRT","PUBUNEMPEXP","TOT","PC_GDP","A","2005",1.332,
"PRT","PUBUNEMPEXP","TOT","PC_GDP","A","2006",1.287,
"PRT","PUBUNEMPEXP","TOT","PC_GDP","A","2007",1.139,
"PRT","PUBUNEMPEXP","TOT","PC_GDP","A","2008",0.876,
"PRT","PUBUNEMPEXP","TOT","PC_GDP","A","2009",1.166,
"PRT","PUBUNEMPEXP","TOT","PC_GDP","A","2010",1.235,
"PRT","PUBUNEMPEXP","TOT","PC_GDP","A","2011",1.194,
"PRT","PUBUNEMPEXP","TOT","PC_GDP","A","2012",1.54,
"PRT","PUBUNEMPEXP","TOT","PC_GDP","A","2013",1.608,
"PRT","PUBUNEMPEXP","TOT","PC_GDP","A","2014",1.294,
"PRT","PUBUNEMPEXP","TOT","PC_GDP","A","2015",0.979,
"SVK","PUBUNEMPEXP","TOT","PC_GDP","A","2005",0.262,
"SVK","PUBUNEMPEXP","TOT","PC_GDP","A","2006",0.331,
"SVK","PUBUNEMPEXP","TOT","PC_GDP","A","2007",0.358,
"SVK","PUBUNEMPEXP","TOT","PC_GDP","A","2008",0.427,
"SVK","PUBUNEMPEXP","TOT","PC_GDP","A","2009",0.664,
"SVK","PUBUNEMPEXP","TOT","PC_GDP","A","2010",0.665,
"SVK","PUBUNEMPEXP","TOT","PC_GDP","A","2011",0.548,
"SVK","PUBUNEMPEXP","TOT","PC_GDP","A","2012",0.469,
"SVK","PUBUNEMPEXP","TOT","PC_GDP","A","2013",0.424,
"SVK","PUBUNEMPEXP","TOT","PC_GDP","A","2014",0.35,
"SVK","PUBUNEMPEXP","TOT","PC_GDP","A","2015",0.355,
"ESP","PUBUNEMPEXP","TOT","PC_GDP","A","2005",1.806,
"ESP","PUBUNEMPEXP","TOT","PC_GDP","A","2006",1.779,
"ESP","PUBUNEMPEXP","TOT","PC_GDP","A","2007",1.74,
"ESP","PUBUNEMPEXP","TOT","PC_GDP","A","2008",2.184,
"ESP","PUBUNEMPEXP","TOT","PC_GDP","A","2009",3.352,
"ESP","PUBUNEMPEXP","TOT","PC_GDP","A","2010",3.003,
"ESP","PUBUNEMPEXP","TOT","PC_GDP","A","2011",3.34,
"ESP","PUBUNEMPEXP","TOT","PC_GDP","A","2012",3.232,
"ESP","PUBUNEMPEXP","TOT","PC_GDP","A","2013",3.116,
"ESP","PUBUNEMPEXP","TOT","PC_GDP","A","2014",2.534,
"ESP","PUBUNEMPEXP","TOT","PC_GDP","A","2015",2.025,
"SWE","PUBUNEMPEXP","TOT","PC_GDP","A","2005",1.131,
"SWE","PUBUNEMPEXP","TOT","PC_GDP","A","2006",0.922,
"SWE","PUBUNEMPEXP","TOT","PC_GDP","A","2007",0.632,
"SWE","PUBUNEMPEXP","TOT","PC_GDP","A","2008",0.435,
"SWE","PUBUNEMPEXP","TOT","PC_GDP","A","2009",0.686,
"SWE","PUBUNEMPEXP","TOT","PC_GDP","A","2010",0.566,
"SWE","PUBUNEMPEXP","TOT","PC_GDP","A","2011",0.419,
"SWE","PUBUNEMPEXP","TOT","PC_GDP","A","2012",0.455,
"SWE","PUBUNEMPEXP","TOT","PC_GDP","A","2013",0.464,
"SWE","PUBUNEMPEXP","TOT","PC_GDP","A","2014",0.388,
"SWE","PUBUNEMPEXP","TOT","PC_GDP","A","2015",0.331,
"CHE","PUBUNEMPEXP","TOT","PC_GDP","A","2005",0.94,
"CHE","PUBUNEMPEXP","TOT","PC_GDP","A","2006",0.812,
"CHE","PUBUNEMPEXP","TOT","PC_GDP","A","2007",0.617,
"CHE","PUBUNEMPEXP","TOT","PC_GDP","A","2008",0.549,
"CHE","PUBUNEMPEXP","TOT","PC_GDP","A","2009",0.958,
"CHE","PUBUNEMPEXP","TOT","PC_GDP","A","2010",0.954,
"CHE","PUBUNEMPEXP","TOT","PC_GDP","A","2011",0.662,
"CHE","PUBUNEMPEXP","TOT","PC_GDP","A","2012",0.694,
"CHE","PUBUNEMPEXP","TOT","PC_GDP","A","2013",0.775,
"CHE","PUBUNEMPEXP","TOT","PC_GDP","A","2014",0.768,
"CHE","PUBUNEMPEXP","TOT","PC_GDP","A","2015",0.809,
"TUR","PUBUNEMPEXP","TOT","PC_GDP","A","2005",0.063,
"TUR","PUBUNEMPEXP","TOT","PC_GDP","A","2006",0.065,
"TUR","PUBUNEMPEXP","TOT","PC_GDP","A","2007",0.063,
"TUR","PUBUNEMPEXP","TOT","PC_GDP","A","2008",0.066,
"TUR","PUBUNEMPEXP","TOT","PC_GDP","A","2009",0.169,
"TUR","PUBUNEMPEXP","TOT","PC_GDP","A","2010",0.115,
"TUR","PUBUNEMPEXP","TOT","PC_GDP","A","2011",0.105,
"TUR","PUBUNEMPEXP","TOT","PC_GDP","A","2012",0.129,
"TUR","PUBUNEMPEXP","TOT","PC_GDP","A","2013",0.119,
"TUR","PUBUNEMPEXP","TOT","PC_GDP","A","2014",0.136,
"TUR","PUBUNEMPEXP","TOT","PC_GDP","A","2015",0.202,
"TUR","PUBUNEMPEXP","TOT","PC_GDP","A","2016",0.295,
"GBR","PUBUNEMPEXP","TOT","PC_GDP","A","2005",0.228,
"GBR","PUBUNEMPEXP","TOT","PC_GDP","A","2006",0.218,
"GBR","PUBUNEMPEXP","TOT","PC_GDP","A","2007",0.203,
"GBR","PUBUNEMPEXP","TOT","PC_GDP","A","2008",0.287,
"GBR","PUBUNEMPEXP","TOT","PC_GDP","A","2009",0.446,
"GBR","PUBUNEMPEXP","TOT","PC_GDP","A","2010",0.374,
"GBR","PUBUNEMPEXP","TOT","PC_GDP","A","2011",0.394,
"GBR","PUBUNEMPEXP","TOT","PC_GDP","A","2012",0.39,
"GBR","PUBUNEMPEXP","TOT","PC_GDP","A","2013",0.314,
"GBR","PUBUNEMPEXP","TOT","PC_GDP","A","2014",0.214,
"GBR","PUBUNEMPEXP","TOT","PC_GDP","A","2015",0.173,
"USA","PUBUNEMPEXP","TOT","PC_GDP","A","2005",0.28,
"USA","PUBUNEMPEXP","TOT","PC_GDP","A","2006",0.255,
"USA","PUBUNEMPEXP","TOT","PC_GDP","A","2007",0.254,
"USA","PUBUNEMPEXP","TOT","PC_GDP","A","2008",0.317,
"USA","PUBUNEMPEXP","TOT","PC_GDP","A","2009",0.844,
"USA","PUBUNEMPEXP","TOT","PC_GDP","A","2010",1.091,
"USA","PUBUNEMPEXP","TOT","PC_GDP","A","2011",0.79,
"USA","PUBUNEMPEXP","TOT","PC_GDP","A","2012",0.592,
"USA","PUBUNEMPEXP","TOT","PC_GDP","A","2013",0.426,
"USA","PUBUNEMPEXP","TOT","PC_GDP","A","2014",0.266,
"USA","PUBUNEMPEXP","TOT","PC_GDP","A","2015",0.198,
"USA","PUBUNEMPEXP","TOT","PC_GDP","A","2016",0.194,
"CHL","PUBUNEMPEXP","TOT","PC_GDP","A","2005",0.035,
"CHL","PUBUNEMPEXP","TOT","PC_GDP","A","2006",0.032,
"CHL","PUBUNEMPEXP","TOT","PC_GDP","A","2007",0.03,
"CHL","PUBUNEMPEXP","TOT","PC_GDP","A","2008",0.057,
"CHL","PUBUNEMPEXP","TOT","PC_GDP","A","2009",0.066,
"CHL","PUBUNEMPEXP","TOT","PC_GDP","A","2010",0.104,
"CHL","PUBUNEMPEXP","TOT","PC_GDP","A","2011",0.035,
"CHL","PUBUNEMPEXP","TOT","PC_GDP","A","2012",0.017,
"CHL","PUBUNEMPEXP","TOT","PC_GDP","A","2013",0.052,
"CHL","PUBUNEMPEXP","TOT","PC_GDP","A","2014",0.055,
"CHL","PUBUNEMPEXP","TOT","PC_GDP","A","2015",0.085,
"CHL","PUBUNEMPEXP","TOT","PC_GDP","A","2016",0.02,
"CHL","PUBUNEMPEXP","TOT","PC_GDP","A","2017",0.078,
"EST","PUBUNEMPEXP","TOT","PC_GDP","A","2005",0.108,
"EST","PUBUNEMPEXP","TOT","PC_GDP","A","2006",0.064,
"EST","PUBUNEMPEXP","TOT","PC_GDP","A","2007",0.091,
"EST","PUBUNEMPEXP","TOT","PC_GDP","A","2008",0.25,
"EST","PUBUNEMPEXP","TOT","PC_GDP","A","2009",1.065,
"EST","PUBUNEMPEXP","TOT","PC_GDP","A","2010",0.587,
"EST","PUBUNEMPEXP","TOT","PC_GDP","A","2011",0.307,
"EST","PUBUNEMPEXP","TOT","PC_GDP","A","2012",0.272,
"EST","PUBUNEMPEXP","TOT","PC_GDP","A","2013",0.328,
"EST","PUBUNEMPEXP","TOT","PC_GDP","A","2014",0.297,
"EST","PUBUNEMPEXP","TOT","PC_GDP","A","2015",0.331,
"ISR","PUBUNEMPEXP","TOT","PC_GDP","A","2005",0.346,
"ISR","PUBUNEMPEXP","TOT","PC_GDP","A","2006",0.306,
"ISR","PUBUNEMPEXP","TOT","PC_GDP","A","2007",0.268,
"ISR","PUBUNEMPEXP","TOT","PC_GDP","A","2008",0.261,
"ISR","PUBUNEMPEXP","TOT","PC_GDP","A","2009",0.397,
"ISR","PUBUNEMPEXP","TOT","PC_GDP","A","2010",0.321,
"ISR","PUBUNEMPEXP","TOT","PC_GDP","A","2011",0.293,
"ISR","PUBUNEMPEXP","TOT","PC_GDP","A","2012",0.314,
"ISR","PUBUNEMPEXP","TOT","PC_GDP","A","2013",0.33,
"ISR","PUBUNEMPEXP","TOT","PC_GDP","A","2014",0.328,
"ISR","PUBUNEMPEXP","TOT","PC_GDP","A","2015",0.308,
"ISR","PUBUNEMPEXP","TOT","PC_GDP","A","2016",0.283,
"ISR","PUBUNEMPEXP","TOT","PC_GDP","A","2017",0.275,
"SVN","PUBUNEMPEXP","TOT","PC_GDP","A","2005",0.591,
"SVN","PUBUNEMPEXP","TOT","PC_GDP","A","2006",0.515,
"SVN","PUBUNEMPEXP","TOT","PC_GDP","A","2007",0.331,
"SVN","PUBUNEMPEXP","TOT","PC_GDP","A","2008",0.284,
"SVN","PUBUNEMPEXP","TOT","PC_GDP","A","2009",0.468,
